N,WIDTH,HEIGHT,FAMILY,FPGA_PART,Frequency,Latency,DSP,LUT,FF,BRAM
10,1024,1024,artix7,xc7a75tftg256-3,145,11.991,32,23,2,15
20,1024,1024,artix7,xc7a75tftg256-3,138,12.001,33,48,2,14
30,1024,1024,artix7,xc7a75tftg256-3,138,11.653,34,65,3,21
1,280,280,artix7,xc7a75tcsg324-1,141,1.697,1,4,1,7
1,320,320,artix7,xc7a75tcsg324-1,141,2.198,1,4,1,7
10,320,320,artix7,xc7a75tcsg324-1,141,1.232,32,23,3,15
1,512,512,artix7,xc7a75tcsg324-1,138,5.56,2,4,1,10
10,512,512,artix7,xc7a75tcsg324-1,141,3.077,32,23,3,15
1,1024,1024,artix7,xc7a75tcsg324-1,138,21.944,2,4,1,10
10,1024,1024,artix7,xc7a75tcsg324-1,141,12.012,32,23,3,15
20,1024,1024,artix7,xc7a75tcsg324-1,141,12.012,33,48,4,14
30,1024,1024,artix7,xc7a75tcsg324-1,141,11.663,34,65,5,21
1,280,280,artix7,xc7a75tcsg324-2,144,1.694,1,4,1,7
1,320,320,artix7,xc7a75tcsg324-2,144,2.192,1,4,1,7
10,320,320,artix7,xc7a75tcsg324-2,156,1.229,32,23,2,15
1,512,512,artix7,xc7a75tcsg324-2,144,5.55,2,4,1,10
10,512,512,artix7,xc7a75tcsg324-2,156,3.072,32,23,2,15
1,1024,1024,artix7,xc7a75tcsg324-2,144,21.924,2,4,1,10
10,1024,1024,artix7,xc7a75tcsg324-2,156,12.001,32,23,2,15
20,1024,1024,artix7,xc7a75tcsg324-2,141,12.001,33,47,3,14
30,1024,1024,artix7,xc7a75tcsg324-2,156,11.653,34,66,4,21
1,280,280,artix7,xc7a75tcsg324-2L,144,1.694,1,4,1,7
1,320,320,artix7,xc7a75tcsg324-2L,144,2.192,1,4,1,7
10,320,320,artix7,xc7a75tcsg324-2L,156,1.229,32,23,2,15
1,512,512,artix7,xc7a75tcsg324-2L,144,5.55,2,4,1,10
10,512,512,artix7,xc7a75tcsg324-2L,156,3.072,32,23,2,15
1,1024,1024,artix7,xc7a75tcsg324-2L,144,21.924,2,4,1,10
10,1024,1024,artix7,xc7a75tcsg324-2L,156,12.001,32,23,2,15
20,1024,1024,artix7,xc7a75tcsg324-2L,141,12.001,33,47,3,14
30,1024,1024,artix7,xc7a75tcsg324-2L,156,11.653,34,66,4,21
1,280,280,artix7,xc7a75tcsg324-3,145,1.694,1,4,1,7
1,320,320,artix7,xc7a75tcsg324-3,145,2.192,1,4,1,7
10,320,320,artix7,xc7a75tcsg324-3,139,1.226,32,23,2,15
1,512,512,artix7,xc7a75tcsg324-3,140,5.545,2,4,1,10
10,512,512,artix7,xc7a75tcsg324-3,138,3.067,32,23,2,15
1,1024,1024,artix7,xc7a75tcsg324-3,140,21.914,2,4,1,10
10,1024,1024,artix7,xc7a75tcsg324-3,145,11.991,32,23,2,15
20,1024,1024,artix7,xc7a75tcsg324-3,138,12.001,33,48,2,14
30,1024,1024,artix7,xc7a75tcsg324-3,138,11.653,34,65,3,21
1,280,280,artix7,xc7a75ticsg324-1L,141,1.697,1,4,1,7
1,320,320,artix7,xc7a75ticsg324-1L,141,2.198,1,4,1,7
10,320,320,artix7,xc7a75ticsg324-1L,141,1.232,32,23,3,15
1,512,512,artix7,xc7a75ticsg324-1L,138,5.56,2,4,1,10
10,512,512,artix7,xc7a75ticsg324-1L,141,3.077,32,23,3,15
1,1024,1024,artix7,xc7a75ticsg324-1L,138,21.944,2,4,1,10
10,1024,1024,artix7,xc7a75ticsg324-1L,141,12.012,32,23,3,15
20,1024,1024,artix7,xc7a75ticsg324-1L,141,12.012,33,48,4,14
30,1024,1024,artix7,xc7a75ticsg324-1L,141,11.663,34,65,5,21
1,280,280,artix7,xc7a75tifgg484-1L,141,1.697,1,4,1,7
1,320,320,artix7,xc7a75tifgg484-1L,141,2.198,1,4,1,7
10,320,320,artix7,xc7a75tifgg484-1L,141,1.232,32,23,3,15
1,512,512,artix7,xc7a75tifgg484-1L,138,5.56,2,4,1,10
10,512,512,artix7,xc7a75tifgg484-1L,141,3.077,32,23,3,15
1,1024,1024,artix7,xc7a75tifgg484-1L,138,21.944,2,4,1,10
10,1024,1024,artix7,xc7a75tifgg484-1L,141,12.012,32,23,3,15
20,1024,1024,artix7,xc7a75tifgg484-1L,141,12.012,33,48,4,14
30,1024,1024,artix7,xc7a75tifgg484-1L,141,11.663,34,65,5,21
1,280,280,artix7,xc7a75tifgg676-1L,141,1.697,1,4,1,7
1,320,320,artix7,xc7a75tifgg676-1L,141,2.198,1,4,1,7
10,320,320,artix7,xc7a75tifgg676-1L,141,1.232,32,23,3,15
1,512,512,artix7,xc7a75tifgg676-1L,138,5.56,2,4,1,10
10,512,512,artix7,xc7a75tifgg676-1L,141,3.077,32,23,3,15
1,1024,1024,artix7,xc7a75tifgg676-1L,138,21.944,2,4,1,10
10,1024,1024,artix7,xc7a75tifgg676-1L,141,12.012,32,23,3,15
20,1024,1024,artix7,xc7a75tifgg676-1L,141,12.012,33,48,4,14
30,1024,1024,artix7,xc7a75tifgg676-1L,141,11.663,34,65,5,21
1,280,280,artix7,xc7a75tiftg256-1L,141,1.697,1,4,1,7
1,320,320,artix7,xc7a75tiftg256-1L,141,2.198,1,4,1,7
10,320,320,artix7,xc7a75tiftg256-1L,141,1.232,32,23,3,15
1,512,512,artix7,xc7a75tiftg256-1L,138,5.56,2,4,1,10
10,512,512,artix7,xc7a75tiftg256-1L,141,3.077,32,23,3,15
1,1024,1024,artix7,xc7a75tiftg256-1L,138,21.944,2,4,1,10
10,1024,1024,artix7,xc7a75tiftg256-1L,141,12.012,32,23,3,15
20,1024,1024,artix7,xc7a75tiftg256-1L,141,12.012,33,48,4,14
30,1024,1024,artix7,xc7a75tiftg256-1L,141,11.663,34,65,5,21
1,280,280,artix7,xc7a100tiftg256-1L,141,1.697,1,3,1,5
1,320,320,artix7,xc7a100tiftg256-1L,141,2.198,1,3,1,5
10,320,320,artix7,xc7a100tiftg256-1L,141,1.232,24,17,2,12
1,512,512,artix7,xc7a100tiftg256-1L,138,5.56,1,3,1,8
10,512,512,artix7,xc7a100tiftg256-1L,141,3.077,24,17,2,12
1,1024,1024,artix7,xc7a100tiftg256-1L,138,21.944,1,3,1,8
10,1024,1024,artix7,xc7a100tiftg256-1L,141,12.012,24,17,2,12
1,280,280,artix7,xc7a100tifgg676-1L,141,1.697,1,3,1,5
1,320,320,artix7,xc7a100tifgg676-1L,141,2.198,1,3,1,5
10,320,320,artix7,xc7a100tifgg676-1L,141,1.232,24,17,2,12
1,512,512,artix7,xc7a100tifgg676-1L,138,5.56,1,3,1,8
10,512,512,artix7,xc7a100tifgg676-1L,141,3.077,24,17,2,12
1,1024,1024,artix7,xc7a100tifgg676-1L,138,21.944,1,3,1,8
10,1024,1024,artix7,xc7a100tifgg676-1L,141,12.012,24,17,2,12
20,1024,1024,artix7,xc7a100tifgg676-1L,141,12.012,25,35,3,11
30,1024,1024,artix7,xc7a100tifgg676-1L,141,11.663,25,49,3,16
1,280,280,artix7,xc7a100tifgg484-1L,141,1.697,1,3,1,5
1,320,320,artix7,xc7a100tifgg484-1L,141,2.198,1,3,1,5
10,320,320,artix7,xc7a100tifgg484-1L,141,1.232,24,17,2,12
1,512,512,artix7,xc7a100tifgg484-1L,138,5.56,1,3,1,8
10,512,512,artix7,xc7a100tifgg484-1L,141,3.077,24,17,2,12
1,1024,1024,artix7,xc7a100tifgg484-1L,138,21.944,1,3,1,8
10,1024,1024,artix7,xc7a100tifgg484-1L,141,12.012,24,17,2,12
20,1024,1024,artix7,xc7a100tifgg484-1L,141,12.012,25,35,3,11
30,1024,1024,artix7,xc7a100tifgg484-1L,141,11.663,25,49,3,16
1,280,280,artix7,xc7a100ticsg324-1L,141,1.697,1,3,1,5
1,320,320,artix7,xc7a100ticsg324-1L,141,2.198,1,3,1,5
10,320,320,artix7,xc7a100ticsg324-1L,141,1.232,24,17,2,12
1,512,512,artix7,xc7a100ticsg324-1L,138,5.56,1,3,1,8
10,512,512,artix7,xc7a100ticsg324-1L,141,3.077,24,17,2,12
1,1024,1024,artix7,xc7a100ticsg324-1L,138,21.944,1,3,1,8
10,1024,1024,artix7,xc7a100ticsg324-1L,141,12.012,24,17,2,12
20,1024,1024,artix7,xc7a100ticsg324-1L,141,12.012,25,35,3,11
30,1024,1024,artix7,xc7a100ticsg324-1L,141,11.663,25,49,3,16
1,280,280,artix7,xc7a100tftg256-1,141,1.697,1,3,1,5
1,320,320,artix7,xc7a100tftg256-1,141,2.198,1,3,1,5
10,320,320,artix7,xc7a100tftg256-1,141,1.232,24,17,2,12
1,512,512,artix7,xc7a100tftg256-1,138,5.56,1,3,1,8
10,512,512,artix7,xc7a100tftg256-1,141,3.077,24,17,2,12
1,1024,1024,artix7,xc7a100tftg256-1,138,21.944,1,3,1,8
10,1024,1024,artix7,xc7a100tftg256-1,141,12.012,24,17,2,12
20,1024,1024,artix7,xc7a100tftg256-1,141,12.012,25,35,3,11
30,1024,1024,artix7,xc7a100tftg256-1,141,11.663,25,49,3,16
1,280,280,artix7,xc7a100tftg256-2,144,1.694,1,3,1,5
1,320,320,artix7,xc7a100tftg256-2,144,2.192,1,3,1,5
10,320,320,artix7,xc7a100tftg256-2,156,1.229,24,17,1,12
1,512,512,artix7,xc7a100tftg256-2,144,5.55,1,3,1,8
10,512,512,artix7,xc7a100tftg256-2,156,3.072,24,17,1,12
1,1024,1024,artix7,xc7a100tftg256-2,144,21.924,1,3,1,8
10,1024,1024,artix7,xc7a100tftg256-2,156,12.001,24,17,1,12
20,1024,1024,artix7,xc7a100tftg256-2,141,12.001,25,35,2,11
30,1024,1024,artix7,xc7a100tftg256-2,156,11.653,25,49,3,16
1,280,280,artix7,xc7a100tftg256-2L,144,1.694,1,3,1,5
1,320,320,artix7,xc7a100tftg256-2L,144,2.192,1,3,1,5
10,320,320,artix7,xc7a100tftg256-2L,156,1.229,24,17,1,12
1,512,512,artix7,xc7a100tftg256-2L,144,5.55,1,3,1,8
10,512,512,artix7,xc7a100tftg256-2L,156,3.072,24,17,1,12
1,1024,1024,artix7,xc7a100tftg256-2L,144,21.924,1,3,1,8
10,1024,1024,artix7,xc7a100tftg256-2L,156,12.001,24,17,1,12
20,1024,1024,artix7,xc7a100tftg256-2L,141,12.001,25,35,2,11
30,1024,1024,artix7,xc7a100tftg256-2L,156,11.653,25,49,3,16
1,280,280,artix7,xc7a100tftg256-3,145,1.694,1,3,1,5
1,320,320,artix7,xc7a100tftg256-3,145,2.192,1,3,1,5
10,320,320,artix7,xc7a100tftg256-3,139,1.226,24,17,1,12
1,512,512,artix7,xc7a100tftg256-3,140,5.545,1,3,1,8
10,512,512,artix7,xc7a100tftg256-3,138,3.067,24,17,1,12
1,1024,1024,artix7,xc7a100tftg256-3,140,21.914,1,3,1,8
10,1024,1024,artix7,xc7a100tftg256-3,145,11.991,24,17,1,12
20,1024,1024,artix7,xc7a100tftg256-3,138,12.001,25,35,2,11
30,1024,1024,artix7,xc7a100tftg256-3,138,11.653,25,48,2,16
1,280,280,artix7,xc7a100tfgg676-1,141,1.697,1,3,1,5
1,320,320,artix7,xc7a100tfgg676-1,141,2.198,1,3,1,5
10,320,320,artix7,xc7a100tfgg676-1,141,1.232,24,17,2,12
1,512,512,artix7,xc7a100tfgg676-1,138,5.56,1,3,1,8
10,512,512,artix7,xc7a100tfgg676-1,141,3.077,24,17,2,12
1,1024,1024,artix7,xc7a100tfgg676-1,138,21.944,1,3,1,8
10,1024,1024,artix7,xc7a100tfgg676-1,141,12.012,24,17,2,12
20,1024,1024,artix7,xc7a100tfgg676-1,141,12.012,25,35,3,11
30,1024,1024,artix7,xc7a100tfgg676-1,141,11.663,25,49,3,16
1,280,280,artix7,xc7a100tfgg676-2,144,1.694,1,3,1,5
1,320,320,artix7,xc7a100tfgg676-2,144,2.192,1,3,1,5
10,320,320,artix7,xc7a100tfgg676-2,156,1.229,24,17,1,12
1,512,512,artix7,xc7a100tfgg676-2,144,5.55,1,3,1,8
10,512,512,artix7,xc7a100tfgg676-2,156,3.072,24,17,1,12
1,1024,1024,artix7,xc7a100tfgg676-2,144,21.924,1,3,1,8
10,1024,1024,artix7,xc7a100tfgg676-2,156,12.001,24,17,1,12
20,1024,1024,artix7,xc7a100tfgg676-2,141,12.001,25,35,2,11
30,1024,1024,artix7,xc7a100tfgg676-2,156,11.653,25,49,3,16
1,280,280,artix7,xc7a100tfgg676-2L,144,1.694,1,3,1,5
1,320,320,artix7,xc7a100tfgg676-2L,144,2.192,1,3,1,5
10,320,320,artix7,xc7a100tfgg676-2L,156,1.229,24,17,1,12
1,512,512,artix7,xc7a100tfgg676-2L,144,5.55,1,3,1,8
10,512,512,artix7,xc7a100tfgg676-2L,156,3.072,24,17,1,12
1,1024,1024,artix7,xc7a100tfgg676-2L,144,21.924,1,3,1,8
10,1024,1024,artix7,xc7a100tfgg676-2L,156,12.001,24,17,1,12
20,1024,1024,artix7,xc7a100tfgg676-2L,141,12.001,25,35,2,11
30,1024,1024,artix7,xc7a100tfgg676-2L,156,11.653,25,49,3,16
1,280,280,artix7,xc7a100tfgg676-3,145,1.694,1,3,1,5
1,320,320,artix7,xc7a100tfgg676-3,145,2.192,1,3,1,5
10,320,320,artix7,xc7a100tfgg676-3,139,1.226,24,17,1,12
1,512,512,artix7,xc7a100tfgg676-3,140,5.545,1,3,1,8
10,512,512,artix7,xc7a100tfgg676-3,138,3.067,24,17,1,12
1,1024,1024,artix7,xc7a100tfgg676-3,140,21.914,1,3,1,8
10,1024,1024,artix7,xc7a100tfgg676-3,145,11.991,24,17,1,12
20,1024,1024,artix7,xc7a100tfgg676-3,138,12.001,25,35,2,11
30,1024,1024,artix7,xc7a100tfgg676-3,138,11.653,25,48,2,16
1,280,280,artix7,xc7a100tfgg484-1,141,1.697,1,3,1,5
1,320,320,artix7,xc7a100tfgg484-1,141,2.198,1,3,1,5
10,320,320,artix7,xc7a100tfgg484-1,141,1.232,24,17,2,12
1,512,512,artix7,xc7a100tfgg484-1,138,5.56,1,3,1,8
10,512,512,artix7,xc7a100tfgg484-1,141,3.077,24,17,2,12
1,1024,1024,artix7,xc7a100tfgg484-1,138,21.944,1,3,1,8
10,1024,1024,artix7,xc7a100tfgg484-1,141,12.012,24,17,2,12
20,1024,1024,artix7,xc7a100tfgg484-1,141,12.012,25,35,3,11
30,1024,1024,artix7,xc7a100tfgg484-1,141,11.663,25,49,3,16
1,280,280,artix7,xc7a100tfgg484-2,144,1.694,1,3,1,5
1,320,320,artix7,xc7a100tfgg484-2,144,2.192,1,3,1,5
10,320,320,artix7,xc7a100tfgg484-2,156,1.229,24,17,1,12
1,512,512,artix7,xc7a100tfgg484-2,144,5.55,1,3,1,8
10,512,512,artix7,xc7a100tfgg484-2,156,3.072,24,17,1,12
1,1024,1024,artix7,xc7a100tfgg484-2,144,21.924,1,3,1,8
10,1024,1024,artix7,xc7a100tfgg484-2,156,12.001,24,17,1,12
1,280,280,artix7,xc7a100tfgg484-2L,144,1.694,1,3,1,5
1,320,320,artix7,xc7a100tfgg484-2L,144,2.192,1,3,1,5
10,320,320,artix7,xc7a100tfgg484-2L,156,1.229,24,17,1,12
1,512,512,artix7,xc7a100tfgg484-2L,144,5.55,1,3,1,8
10,512,512,artix7,xc7a100tfgg484-2L,156,3.072,24,17,1,12
1,1024,1024,artix7,xc7a100tfgg484-2L,144,21.924,1,3,1,8
10,1024,1024,artix7,xc7a100tfgg484-2L,156,12.001,24,17,1,12
20,1024,1024,artix7,xc7a100tfgg484-2L,141,12.001,25,35,2,11
30,1024,1024,artix7,xc7a100tfgg484-2L,156,11.653,25,49,3,16
1,280,280,artix7,xc7a100tfgg484-3,145,1.694,1,3,1,5
1,320,320,artix7,xc7a100tfgg484-3,145,2.192,1,3,1,5
10,320,320,artix7,xc7a100tfgg484-3,139,1.226,24,17,1,12
1,512,512,artix7,xc7a100tfgg484-3,140,5.545,1,3,1,8
10,512,512,artix7,xc7a100tfgg484-3,138,3.067,24,17,1,12
1,1024,1024,artix7,xc7a100tfgg484-3,140,21.914,1,3,1,8
10,1024,1024,artix7,xc7a100tfgg484-3,145,11.991,24,17,1,12
20,1024,1024,artix7,xc7a100tfgg484-3,138,12.001,25,35,2,11
30,1024,1024,artix7,xc7a100tfgg484-3,138,11.653,25,48,2,16
1,280,280,artix7,xc7a100tcsg324-1,141,1.697,1,3,1,5
1,320,320,artix7,xc7a100tcsg324-1,141,2.198,1,3,1,5
10,320,320,artix7,xc7a100tcsg324-1,141,1.232,24,17,2,12
1,512,512,artix7,xc7a100tcsg324-1,138,5.56,1,3,1,8
10,512,512,artix7,xc7a100tcsg324-1,141,3.077,24,17,2,12
1,1024,1024,artix7,xc7a100tcsg324-1,138,21.944,1,3,1,8
10,1024,1024,artix7,xc7a100tcsg324-1,141,12.012,24,17,2,12
20,1024,1024,artix7,xc7a100tcsg324-1,141,12.012,25,35,3,11
30,1024,1024,artix7,xc7a100tcsg324-1,141,11.663,25,49,3,16
1,280,280,artix7,xc7a100tcsg324-2,144,1.694,1,3,1,5
1,320,320,artix7,xc7a100tcsg324-2,144,2.192,1,3,1,5
10,320,320,artix7,xc7a100tcsg324-2,156,1.229,24,17,1,12
1,512,512,artix7,xc7a100tcsg324-2,144,5.55,1,3,1,8
10,512,512,artix7,xc7a100tcsg324-2,156,3.072,24,17,1,12
1,1024,1024,artix7,xc7a100tcsg324-2,144,21.924,1,3,1,8
10,1024,1024,artix7,xc7a100tcsg324-2,156,12.001,24,17,1,12
20,1024,1024,artix7,xc7a100tcsg324-2,141,12.001,25,35,2,11
30,1024,1024,artix7,xc7a100tcsg324-2,156,11.653,25,49,3,16
1,280,280,artix7,xc7a100tcsg324-2L,144,1.694,1,3,1,5
1,320,320,artix7,xc7a100tcsg324-2L,144,2.192,1,3,1,5
10,320,320,artix7,xc7a100tcsg324-2L,156,1.229,24,17,1,12
1,512,512,artix7,xc7a100tcsg324-2L,144,5.55,1,3,1,8
10,512,512,artix7,xc7a100tcsg324-2L,156,3.072,24,17,1,12
1,1024,1024,artix7,xc7a100tcsg324-2L,144,21.924,1,3,1,8
10,1024,1024,artix7,xc7a100tcsg324-2L,156,12.001,24,17,1,12
20,1024,1024,artix7,xc7a100tcsg324-2L,141,12.001,25,35,2,11
30,1024,1024,artix7,xc7a100tcsg324-2L,156,11.653,25,49,3,16
1,280,280,artix7,xc7a100tcsg324-3,145,1.694,1,3,1,5
1,320,320,artix7,xc7a100tcsg324-3,145,2.192,1,3,1,5
10,320,320,artix7,xc7a100tcsg324-3,139,1.226,24,17,1,12
1,512,512,artix7,xc7a100tcsg324-3,140,5.545,1,3,1,8
10,512,512,artix7,xc7a100tcsg324-3,138,3.067,24,17,1,12
1,1024,1024,artix7,xc7a100tcsg324-3,140,21.914,1,3,1,8
10,1024,1024,artix7,xc7a100tcsg324-3,145,11.991,24,17,1,12
20,1024,1024,artix7,xc7a100tcsg324-3,138,12.001,25,35,2,11
30,1024,1024,artix7,xc7a100tcsg324-3,138,11.653,25,48,2,16
1,280,280,artix7,xc7a200tfbg484-1,141,1.697,0,1,0,2
1,320,320,artix7,xc7a200tfbg484-1,141,2.198,0,1,0,2
10,320,320,artix7,xc7a200tfbg484-1,141,1.232,7,8,1,4
1,512,512,artix7,xc7a200tfbg484-1,138,5.56,0,1,0,3
10,512,512,artix7,xc7a200tfbg484-1,141,3.077,7,8,1,4
1,1024,1024,artix7,xc7a200tfbg484-1,138,21.944,0,1,0,3
10,1024,1024,artix7,xc7a200tfbg484-1,141,12.012,7,8,1,4
20,1024,1024,artix7,xc7a200tfbg484-1,141,12.012,8,16,1,4
30,1024,1024,artix7,xc7a200tfbg484-1,141,11.663,8,23,1,6
1,280,280,artix7,xc7a200tfbg484-2,144,1.694,0,1,0,2
1,320,320,artix7,xc7a200tfbg484-2,144,2.192,0,1,0,2
10,320,320,artix7,xc7a200tfbg484-2,156,1.229,7,8,0,4
1,512,512,artix7,xc7a200tfbg484-2,144,5.55,0,1,0,3
10,512,512,artix7,xc7a200tfbg484-2,156,3.072,7,8,0,4
1,1024,1024,artix7,xc7a200tfbg484-2,144,21.924,0,1,0,3
10,1024,1024,artix7,xc7a200tfbg484-2,156,12.001,7,8,0,4
20,1024,1024,artix7,xc7a200tfbg484-2,141,12.001,8,16,1,4
30,1024,1024,artix7,xc7a200tfbg484-2,156,11.653,8,23,1,6
1,280,280,artix7,xc7a200tfbg484-2L,144,1.694,0,1,0,2
1,320,320,artix7,xc7a200tfbg484-2L,144,2.192,0,1,0,2
10,320,320,artix7,xc7a200tfbg484-2L,156,1.229,7,8,0,4
1,512,512,artix7,xc7a200tfbg484-2L,144,5.55,0,1,0,3
10,512,512,artix7,xc7a200tfbg484-2L,156,3.072,7,8,0,4
1,1024,1024,artix7,xc7a200tfbg484-2L,144,21.924,0,1,0,3
10,1024,1024,artix7,xc7a200tfbg484-2L,156,12.001,7,8,0,4
20,1024,1024,artix7,xc7a200tfbg484-2L,141,12.001,8,16,1,4
30,1024,1024,artix7,xc7a200tfbg484-2L,156,11.653,8,23,1,6
1,280,280,artix7,xc7a200tfbg484-3,145,1.694,0,1,0,2
1,320,320,artix7,xc7a200tfbg484-3,145,2.192,0,1,0,2
10,320,320,artix7,xc7a200tfbg484-3,139,1.226,7,8,0,4
1,512,512,artix7,xc7a200tfbg484-3,140,5.545,0,1,0,3
10,512,512,artix7,xc7a200tfbg484-3,138,3.067,7,8,0,4
1,1024,1024,artix7,xc7a200tfbg484-3,140,21.914,0,1,0,3
10,1024,1024,artix7,xc7a200tfbg484-3,145,11.991,7,8,0,4
20,1024,1024,artix7,xc7a200tfbg484-3,138,12.001,8,16,1,4
30,1024,1024,artix7,xc7a200tfbg484-3,138,11.653,8,23,1,6
1,280,280,artix7,xc7a200tfbg676-1,141,1.697,0,1,0,2
1,320,320,artix7,xc7a200tfbg676-1,141,2.198,0,1,0,2
10,320,320,artix7,xc7a200tfbg676-1,141,1.232,7,8,1,4
1,512,512,artix7,xc7a200tfbg676-1,138,5.56,0,1,0,3
10,512,512,artix7,xc7a200tfbg676-1,141,3.077,7,8,1,4
1,1024,1024,artix7,xc7a200tfbg676-1,138,21.944,0,1,0,3
10,1024,1024,artix7,xc7a200tfbg676-1,141,12.012,7,8,1,4
20,1024,1024,artix7,xc7a200tfbg676-1,141,12.012,8,16,1,4
30,1024,1024,artix7,xc7a200tfbg676-1,141,11.663,8,23,1,6
1,280,280,artix7,xc7a200tfbg676-2,144,1.694,0,1,0,2
1,320,320,artix7,xc7a200tfbg676-2,144,2.192,0,1,0,2
10,320,320,artix7,xc7a200tfbg676-2,156,1.229,7,8,0,4
1,512,512,artix7,xc7a200tfbg676-2,144,5.55,0,1,0,3
10,512,512,artix7,xc7a200tfbg676-2,156,3.072,7,8,0,4
1,1024,1024,artix7,xc7a200tfbg676-2,144,21.924,0,1,0,3
10,1024,1024,artix7,xc7a200tfbg676-2,156,12.001,7,8,0,4
20,1024,1024,artix7,xc7a200tfbg676-2,141,12.001,8,16,1,4
30,1024,1024,artix7,xc7a200tfbg676-2,156,11.653,8,23,1,6
1,280,280,artix7,xc7a200tfbg676-2L,144,1.694,0,1,0,2
1,320,320,artix7,xc7a200tfbg676-2L,144,2.192,0,1,0,2
10,320,320,artix7,xc7a200tfbg676-2L,156,1.229,7,8,0,4
1,512,512,artix7,xc7a200tfbg676-2L,144,5.55,0,1,0,3
10,512,512,artix7,xc7a200tfbg676-2L,156,3.072,7,8,0,4
1,1024,1024,artix7,xc7a200tfbg676-2L,144,21.924,0,1,0,3
10,1024,1024,artix7,xc7a200tfbg676-2L,156,12.001,7,8,0,4
1,280,280,artix7,xc7a200tsbv484-1,141,1.697,0,1,0,2
1,320,320,artix7,xc7a200tsbv484-1,141,2.198,0,1,0,2
10,320,320,artix7,xc7a200tsbv484-1,141,1.232,7,8,1,4
1,512,512,artix7,xc7a200tsbv484-1,138,5.56,0,1,0,3
10,512,512,artix7,xc7a200tsbv484-1,141,3.077,7,8,1,4
1,1024,1024,artix7,xc7a200tsbv484-1,138,21.944,0,1,0,3
10,1024,1024,artix7,xc7a200tsbv484-1,141,12.012,7,8,1,4
20,1024,1024,artix7,xc7a200tsbv484-1,141,12.012,8,16,1,4
30,1024,1024,artix7,xc7a200tsbv484-1,141,11.663,8,23,1,6
1,280,280,artix7,xc7a200tsbv484-2,144,1.694,0,1,0,2
1,320,320,artix7,xc7a200tsbv484-2,144,2.192,0,1,0,2
10,320,320,artix7,xc7a200tsbv484-2,156,1.229,7,8,0,4
1,512,512,artix7,xc7a200tsbv484-2,144,5.55,0,1,0,3
10,512,512,artix7,xc7a200tsbv484-2,156,3.072,7,8,0,4
1,1024,1024,artix7,xc7a200tsbv484-2,144,21.924,0,1,0,3
10,1024,1024,artix7,xc7a200tsbv484-2,156,12.001,7,8,0,4
20,1024,1024,artix7,xc7a200tsbv484-2,141,12.001,8,16,1,4
30,1024,1024,artix7,xc7a200tsbv484-2,156,11.653,8,23,1,6
1,280,280,artix7,xc7a200tsbv484-2L,144,1.694,0,1,0,2
1,320,320,artix7,xc7a200tsbv484-2L,144,2.192,0,1,0,2
10,320,320,artix7,xc7a200tsbv484-2L,156,1.229,7,8,0,4
1,512,512,artix7,xc7a200tsbv484-2L,144,5.55,0,1,0,3
10,512,512,artix7,xc7a200tsbv484-2L,156,3.072,7,8,0,4
1,1024,1024,artix7,xc7a200tsbv484-2L,144,21.924,0,1,0,3
10,1024,1024,artix7,xc7a200tsbv484-2L,156,12.001,7,8,0,4
20,1024,1024,artix7,xc7a200tsbv484-2L,141,12.001,8,16,1,4
30,1024,1024,artix7,xc7a200tsbv484-2L,156,11.653,8,23,1,6
1,280,280,artix7,xc7a200tsbv484-3,145,1.694,0,1,0,2
1,320,320,artix7,xc7a200tsbv484-3,145,2.192,0,1,0,2
10,320,320,artix7,xc7a200tsbv484-3,139,1.226,7,8,0,4
1,512,512,artix7,xc7a200tsbv484-3,140,5.545,0,1,0,3
10,512,512,artix7,xc7a200tsbv484-3,138,3.067,7,8,0,4
1,1024,1024,artix7,xc7a200tsbv484-3,140,21.914,0,1,0,3
10,1024,1024,artix7,xc7a200tsbv484-3,145,11.991,7,8,0,4
20,1024,1024,artix7,xc7a200tsbv484-3,138,12.001,8,16,1,4
30,1024,1024,artix7,xc7a200tsbv484-3,138,11.653,8,23,1,6
1,280,280,artix7,xc7a200tffv1156-1,141,1.697,0,1,0,2
1,320,320,artix7,xc7a200tffv1156-1,141,2.198,0,1,0,2
10,320,320,artix7,xc7a200tffv1156-1,141,1.232,7,8,1,4
1,512,512,artix7,xc7a200tffv1156-1,138,5.56,0,1,0,3
10,512,512,artix7,xc7a200tffv1156-1,141,3.077,7,8,1,4
1,1024,1024,artix7,xc7a200tffv1156-1,138,21.944,0,1,0,3
10,1024,1024,artix7,xc7a200tffv1156-1,141,12.012,7,8,1,4
20,1024,1024,artix7,xc7a200tffv1156-1,141,12.012,8,16,1,4
30,1024,1024,artix7,xc7a200tffv1156-1,141,11.663,8,23,1,6
1,280,280,artix7,xc7a200tffv1156-2,144,1.694,0,1,0,2
1,320,320,artix7,xc7a200tffv1156-2,144,2.192,0,1,0,2
10,320,320,artix7,xc7a200tffv1156-2,156,1.229,7,8,0,4
1,512,512,artix7,xc7a200tffv1156-2,144,5.55,0,1,0,3
10,512,512,artix7,xc7a200tffv1156-2,156,3.072,7,8,0,4
1,1024,1024,artix7,xc7a200tffv1156-2,144,21.924,0,1,0,3
10,1024,1024,artix7,xc7a200tffv1156-2,156,12.001,7,8,0,4
20,1024,1024,artix7,xc7a200tffv1156-2,141,12.001,8,16,1,4
