N,WIDTH,HEIGHT,FAMILY,FPGA_PART,Frequency,Latency,DSP,LUT,FF,BRAM
30,1024,1024,artix7,xc7a200tffv1156-2,156,11.653,8,23,1,6
1,280,280,artix7,xc7a200tffv1156-2L,144,1.694,0,1,0,2
1,320,320,artix7,xc7a200tffv1156-2L,144,2.192,0,1,0,2
10,320,320,artix7,xc7a200tffv1156-2L,156,1.229,7,8,0,4
1,512,512,artix7,xc7a200tffv1156-2L,144,5.55,0,1,0,3
10,512,512,artix7,xc7a200tffv1156-2L,156,3.072,7,8,0,4
1,1024,1024,artix7,xc7a200tffv1156-2L,144,21.924,0,1,0,3
10,1024,1024,artix7,xc7a200tffv1156-2L,156,12.001,7,8,0,4
20,1024,1024,artix7,xc7a200tffv1156-2L,141,12.001,8,16,1,4
30,1024,1024,artix7,xc7a200tffv1156-2L,156,11.653,8,23,1,6
1,280,280,artix7,xc7a200tffv1156-3,145,1.694,0,1,0,2
1,320,320,artix7,xc7a200tffv1156-3,145,2.192,0,1,0,2
10,320,320,artix7,xc7a200tffv1156-3,139,1.226,7,8,0,4
1,512,512,artix7,xc7a200tffv1156-3,140,5.545,0,1,0,3
10,512,512,artix7,xc7a200tffv1156-3,138,3.067,7,8,0,4
1,1024,1024,artix7,xc7a200tffv1156-3,140,21.914,0,1,0,3
10,1024,1024,artix7,xc7a200tffv1156-3,145,11.991,7,8,0,4
20,1024,1024,artix7,xc7a200tffv1156-3,138,12.001,8,16,1,4
30,1024,1024,artix7,xc7a200tffv1156-3,138,11.653,8,23,1,6
1,280,280,artix7,xc7a200tsbg484-1,141,1.697,0,1,0,2
1,320,320,artix7,xc7a200tsbg484-1,141,2.198,0,1,0,2
10,320,320,artix7,xc7a200tsbg484-1,141,1.232,7,8,1,4
1,512,512,artix7,xc7a200tsbg484-1,138,5.56,0,1,0,3
10,512,512,artix7,xc7a200tsbg484-1,141,3.077,7,8,1,4
1,1024,1024,artix7,xc7a200tsbg484-1,138,21.944,0,1,0,3
10,1024,1024,artix7,xc7a200tsbg484-1,141,12.012,7,8,1,4
20,1024,1024,artix7,xc7a200tsbg484-1,141,12.012,8,16,1,4
30,1024,1024,artix7,xc7a200tsbg484-1,141,11.663,8,23,1,6
1,280,280,artix7,xc7a200tsbg484-2,144,1.694,0,1,0,2
1,320,320,artix7,xc7a200tsbg484-2,144,2.192,0,1,0,2
10,320,320,artix7,xc7a200tsbg484-2,156,1.229,7,8,0,4
1,512,512,artix7,xc7a200tsbg484-2,144,5.55,0,1,0,3
10,512,512,artix7,xc7a200tsbg484-2,156,3.072,7,8,0,4
1,1024,1024,artix7,xc7a200tsbg484-2,144,21.924,0,1,0,3
10,1024,1024,artix7,xc7a200tsbg484-2,156,12.001,7,8,0,4
20,1024,1024,artix7,xc7a200tsbg484-2,141,12.001,8,16,1,4
30,1024,1024,artix7,xc7a200tsbg484-2,156,11.653,8,23,1,6
1,280,280,artix7,xc7a200tsbg484-2L,144,1.694,0,1,0,2
1,320,320,artix7,xc7a200tsbg484-2L,144,2.192,0,1,0,2
10,320,320,artix7,xc7a200tsbg484-2L,156,1.229,7,8,0,4
1,512,512,artix7,xc7a200tsbg484-2L,144,5.55,0,1,0,3
10,512,512,artix7,xc7a200tsbg484-2L,156,3.072,7,8,0,4
1,1024,1024,artix7,xc7a200tsbg484-2L,144,21.924,0,1,0,3
10,1024,1024,artix7,xc7a200tsbg484-2L,156,12.001,7,8,0,4
20,1024,1024,artix7,xc7a200tsbg484-2L,141,12.001,8,16,1,4
30,1024,1024,artix7,xc7a200tsbg484-2L,156,11.653,8,23,1,6
1,280,280,artix7,xc7a200tsbg484-3,145,1.694,0,1,0,2
1,320,320,artix7,xc7a200tsbg484-3,145,2.192,0,1,0,2
10,320,320,artix7,xc7a200tsbg484-3,139,1.226,7,8,0,4
1,512,512,artix7,xc7a200tsbg484-3,140,5.545,0,1,0,3
10,512,512,artix7,xc7a200tsbg484-3,138,3.067,7,8,0,4
1,1024,1024,artix7,xc7a200tsbg484-3,140,21.914,0,1,0,3
10,1024,1024,artix7,xc7a200tsbg484-3,145,11.991,7,8,0,4
20,1024,1024,artix7,xc7a200tsbg484-3,138,12.001,8,16,1,4
30,1024,1024,artix7,xc7a200tsbg484-3,138,11.653,8,23,1,6
1,280,280,artix7,xc7a200tisbv484-1L,141,1.697,0,1,0,2
1,320,320,artix7,xc7a200tisbv484-1L,141,2.198,0,1,0,2
10,320,320,artix7,xc7a200tisbv484-1L,141,1.232,7,8,1,4
1,512,512,artix7,xc7a200tisbv484-1L,138,5.56,0,1,0,3
10,512,512,artix7,xc7a200tisbv484-1L,141,3.077,7,8,1,4
1,1024,1024,artix7,xc7a200tisbv484-1L,138,21.944,0,1,0,3
10,1024,1024,artix7,xc7a200tisbv484-1L,141,12.012,7,8,1,4
1,280,280,artix7,xc7a200tisbg484-1L,141,1.697,0,1,0,2
1,320,320,artix7,xc7a200tisbg484-1L,141,2.198,0,1,0,2
10,320,320,artix7,xc7a200tisbg484-1L,141,1.232,7,8,1,4
1,512,512,artix7,xc7a200tisbg484-1L,138,5.56,0,1,0,3
10,512,512,artix7,xc7a200tisbg484-1L,141,3.077,7,8,1,4
1,1024,1024,artix7,xc7a200tisbg484-1L,138,21.944,0,1,0,3
10,1024,1024,artix7,xc7a200tisbg484-1L,141,12.012,7,8,1,4
20,1024,1024,artix7,xc7a200tisbg484-1L,141,12.012,8,16,1,4
30,1024,1024,artix7,xc7a200tisbg484-1L,141,11.663,8,23,1,6
1,280,280,artix7,xc7a200tiffv1156-1L,141,1.697,0,1,0,2
1,320,320,artix7,xc7a200tiffv1156-1L,141,2.198,0,1,0,2
10,320,320,artix7,xc7a200tiffv1156-1L,141,1.232,7,8,1,4
1,512,512,artix7,xc7a200tiffv1156-1L,138,5.56,0,1,0,3
10,512,512,artix7,xc7a200tiffv1156-1L,141,3.077,7,8,1,4
1,1024,1024,artix7,xc7a200tiffv1156-1L,138,21.944,0,1,0,3
10,1024,1024,artix7,xc7a200tiffv1156-1L,141,12.012,7,8,1,4
20,1024,1024,artix7,xc7a200tiffv1156-1L,141,12.012,8,16,1,4
30,1024,1024,artix7,xc7a200tiffv1156-1L,141,11.663,8,23,1,6
1,280,280,artix7,xc7a200tiffg1156-1L,141,1.697,0,1,0,2
1,320,320,artix7,xc7a200tiffg1156-1L,141,2.198,0,1,0,2
10,320,320,artix7,xc7a200tiffg1156-1L,141,1.232,7,8,1,4
1,512,512,artix7,xc7a200tiffg1156-1L,138,5.56,0,1,0,3
10,512,512,artix7,xc7a200tiffg1156-1L,141,3.077,7,8,1,4
1,1024,1024,artix7,xc7a200tiffg1156-1L,138,21.944,0,1,0,3
10,1024,1024,artix7,xc7a200tiffg1156-1L,141,12.012,7,8,1,4
20,1024,1024,artix7,xc7a200tiffg1156-1L,141,12.012,8,16,1,4
30,1024,1024,artix7,xc7a200tiffg1156-1L,141,11.663,8,23,1,6
1,280,280,artix7,xc7a200tifbv676-1L,141,1.697,0,1,0,2
1,320,320,artix7,xc7a200tifbv676-1L,141,2.198,0,1,0,2
10,320,320,artix7,xc7a200tifbv676-1L,141,1.232,7,8,1,4
1,512,512,artix7,xc7a200tifbv676-1L,138,5.56,0,1,0,3
10,512,512,artix7,xc7a200tifbv676-1L,141,3.077,7,8,1,4
1,1024,1024,artix7,xc7a200tifbv676-1L,138,21.944,0,1,0,3
10,1024,1024,artix7,xc7a200tifbv676-1L,141,12.012,7,8,1,4
20,1024,1024,artix7,xc7a200tifbv676-1L,141,12.012,8,16,1,4
30,1024,1024,artix7,xc7a200tifbv676-1L,141,11.663,8,23,1,6
1,280,280,artix7,xc7a200tifbv484-1L,141,1.697,0,1,0,2
1,320,320,artix7,xc7a200tifbv484-1L,141,2.198,0,1,0,2
10,320,320,artix7,xc7a200tifbv484-1L,141,1.232,7,8,1,4
1,512,512,artix7,xc7a200tifbv484-1L,138,5.56,0,1,0,3
10,512,512,artix7,xc7a200tifbv484-1L,141,3.077,7,8,1,4
1,1024,1024,artix7,xc7a200tifbv484-1L,138,21.944,0,1,0,3
10,1024,1024,artix7,xc7a200tifbv484-1L,141,12.012,7,8,1,4
20,1024,1024,artix7,xc7a200tifbv484-1L,141,12.012,8,16,1,4
30,1024,1024,artix7,xc7a200tifbv484-1L,141,11.663,8,23,1,6
1,280,280,artix7,xc7a200tifbg676-1L,141,1.697,0,1,0,2
1,320,320,artix7,xc7a200tifbg676-1L,141,2.198,0,1,0,2
10,320,320,artix7,xc7a200tifbg676-1L,141,1.232,7,8,1,4
1,512,512,artix7,xc7a200tifbg676-1L,138,5.56,0,1,0,3
10,512,512,artix7,xc7a200tifbg676-1L,141,3.077,7,8,1,4
1,1024,1024,artix7,xc7a200tifbg676-1L,138,21.944,0,1,0,3
10,1024,1024,artix7,xc7a200tifbg676-1L,141,12.012,7,8,1,4
20,1024,1024,artix7,xc7a200tifbg676-1L,141,12.012,8,16,1,4
30,1024,1024,artix7,xc7a200tifbg676-1L,141,11.663,8,23,1,6
1,280,280,artix7,xc7a200tifbg484-1L,141,1.697,0,1,0,2
1,320,320,artix7,xc7a200tifbg484-1L,141,2.198,0,1,0,2
10,320,320,artix7,xc7a200tifbg484-1L,141,1.232,7,8,1,4
1,512,512,artix7,xc7a200tifbg484-1L,138,5.56,0,1,0,3
10,512,512,artix7,xc7a200tifbg484-1L,141,3.077,7,8,1,4
1,1024,1024,artix7,xc7a200tifbg484-1L,138,21.944,0,1,0,3
10,1024,1024,artix7,xc7a200tifbg484-1L,141,12.012,7,8,1,4
20,1024,1024,artix7,xc7a200tifbg484-1L,141,12.012,8,16,1,4
30,1024,1024,artix7,xc7a200tifbg484-1L,141,11.663,8,23,1,6
1,280,280,artix7l,xc7a12tlcsg325-2L,144,1.694,7,26,10,40
1,320,320,artix7l,xc7a12tlcsg325-2L,144,2.192,7,26,10,40
1,512,512,artix7l,xc7a12tlcsg325-2L,144,5.55,10,26,10,55
1,1024,1024,artix7l,xc7a12tlcsg325-2L,144,21.924,10,26,11,55
1,280,280,artix7l,xc7a12tlcpg238-2L,144,1.694,7,26,10,40
1,320,320,artix7l,xc7a12tlcpg238-2L,144,2.192,7,26,10,40
1,512,512,artix7l,xc7a12tlcpg238-2L,144,5.55,10,26,10,55
1,1024,1024,artix7l,xc7a12tlcpg238-2L,144,21.924,10,26,11,55
1,280,280,artix7l,xc7a25tlcsg325-2L,144,1.694,3,14,5,17
1,320,320,artix7l,xc7a25tlcsg325-2L,144,2.192,3,14,5,17
10,320,320,artix7l,xc7a25tlcsg325-2L,156,1.229,72,75,7,36
1,512,512,artix7l,xc7a25tlcsg325-2L,144,5.55,5,14,5,24
10,512,512,artix7l,xc7a25tlcsg325-2L,156,3.072,72,75,7,36
1,1024,1024,artix7l,xc7a25tlcsg325-2L,144,21.924,5,14,6,24
10,1024,1024,artix7l,xc7a25tlcsg325-2L,156,12.001,72,76,8,36
1,280,280,artix7l,xc7a25tlcpg238-2L,144,1.694,3,14,5,17
1,320,320,artix7l,xc7a25tlcpg238-2L,144,2.192,3,14,5,17
10,320,320,artix7l,xc7a25tlcpg238-2L,156,1.229,72,75,7,36
1,512,512,artix7l,xc7a25tlcpg238-2L,144,5.55,5,14,5,24
10,512,512,artix7l,xc7a25tlcpg238-2L,156,3.072,72,75,7,36
1,1024,1024,artix7l,xc7a25tlcpg238-2L,144,21.924,5,14,6,24
10,1024,1024,artix7l,xc7a25tlcpg238-2L,156,12.001,72,76,8,36
1,280,280,artix7l,xc7a35tlcpg236-2L,144,1.694,3,10,3,16
1,320,320,artix7l,xc7a35tlcpg236-2L,144,2.192,3,10,3,16
10,320,320,artix7l,xc7a35tlcpg236-2L,156,1.229,64,53,5,33
1,512,512,artix7l,xc7a35tlcpg236-2L,144,5.55,4,10,4,22
10,512,512,artix7l,xc7a35tlcpg236-2L,156,3.072,64,53,5,33
1,1024,1024,artix7l,xc7a35tlcpg236-2L,144,21.924,4,10,4,22
10,1024,1024,artix7l,xc7a35tlcpg236-2L,156,12.001,64,53,5,33
1,280,280,artix7l,xc7a35tlcsg324-2L,144,1.694,3,10,3,16
1,320,320,artix7l,xc7a35tlcsg324-2L,144,2.192,3,10,3,16
10,320,320,artix7l,xc7a35tlcsg324-2L,156,1.229,64,53,5,33
1,512,512,artix7l,xc7a35tlcsg324-2L,144,5.55,4,10,4,22
10,512,512,artix7l,xc7a35tlcsg324-2L,156,3.072,64,53,5,33
1,1024,1024,artix7l,xc7a35tlcsg324-2L,144,21.924,4,10,4,22
10,1024,1024,artix7l,xc7a35tlcsg324-2L,156,12.001,64,53,5,33
1,280,280,artix7l,xc7a35tlcsg325-2L,144,1.694,3,10,3,16
1,320,320,artix7l,xc7a35tlcsg325-2L,144,2.192,3,10,3,16
10,320,320,artix7l,xc7a35tlcsg325-2L,156,1.229,64,53,5,33
1,512,512,artix7l,xc7a35tlcsg325-2L,144,5.55,4,10,4,22
10,512,512,artix7l,xc7a35tlcsg325-2L,156,3.072,64,53,5,33
1,1024,1024,artix7l,xc7a35tlcsg325-2L,144,21.924,4,10,4,22
1,280,280,artix7l,xc7a35tlcsg325-2L,144,1.694,3,10,3,16
1,320,320,artix7l,xc7a35tlcsg325-2L,144,2.192,3,10,3,16
10,320,320,artix7l,xc7a35tlcsg325-2L,156,1.229,64,53,5,33
1,512,512,artix7l,xc7a35tlcsg325-2L,144,5.55,4,10,4,22
10,512,512,artix7l,xc7a35tlcsg325-2L,156,3.072,64,53,5,33
1,1024,1024,artix7l,xc7a35tlcsg325-2L,144,21.924,4,10,4,22
10,1024,1024,artix7l,xc7a35tlcsg325-2L,156,12.001,64,53,5,33
1,280,280,artix7l,xc7a35tlfgg484-2L,144,1.694,3,10,3,16
1,320,320,artix7l,xc7a35tlfgg484-2L,144,2.192,3,10,3,16
10,320,320,artix7l,xc7a35tlfgg484-2L,156,1.229,64,53,5,33
1,512,512,artix7l,xc7a35tlfgg484-2L,144,5.55,4,10,4,22
10,512,512,artix7l,xc7a35tlfgg484-2L,156,3.072,64,53,5,33
1,1024,1024,artix7l,xc7a35tlfgg484-2L,144,21.924,4,10,4,22
10,1024,1024,artix7l,xc7a35tlfgg484-2L,156,12.001,64,53,5,33
1,280,280,artix7l,xc7a35tlftg256-2L,144,1.694,3,10,3,16
1,320,320,artix7l,xc7a35tlftg256-2L,144,2.192,3,10,3,16
10,320,320,artix7l,xc7a35tlftg256-2L,156,1.229,64,53,5,33
1,512,512,artix7l,xc7a35tlftg256-2L,144,5.55,4,10,4,22
10,512,512,artix7l,xc7a35tlftg256-2L,156,3.072,64,53,5,33
1,1024,1024,artix7l,xc7a35tlftg256-2L,144,21.924,4,10,4,22
10,1024,1024,artix7l,xc7a35tlftg256-2L,156,12.001,64,53,5,33
1,280,280,artix7l,xc7a15tlcpg236-2L,144,1.694,6,20,7,32
1,320,320,artix7l,xc7a15tlcpg236-2L,144,2.192,6,20,7,32
1,512,512,artix7l,xc7a15tlcpg236-2L,144,5.55,8,20,8,44
1,1024,1024,artix7l,xc7a15tlcpg236-2L,144,21.924,8,20,8,44
1,280,280,artix7l,xc7a15tlcsg324-2L,144,1.694,6,20,7,32
1,320,320,artix7l,xc7a15tlcsg324-2L,144,2.192,6,20,7,32
1,512,512,artix7l,xc7a15tlcsg324-2L,144,5.55,8,20,8,44
1,1024,1024,artix7l,xc7a15tlcsg324-2L,144,21.924,8,20,8,44
1,280,280,artix7l,xc7a15tlcsg325-2L,144,1.694,6,20,7,32
1,320,320,artix7l,xc7a15tlcsg325-2L,144,2.192,6,20,7,32
1,512,512,artix7l,xc7a15tlcsg325-2L,144,5.55,8,20,8,44
1,1024,1024,artix7l,xc7a15tlcsg325-2L,144,21.924,8,20,8,44
1,280,280,artix7l,xc7a15tlfgg484-2L,144,1.694,6,20,7,32
1,320,320,artix7l,xc7a15tlfgg484-2L,144,2.192,6,20,7,32
1,512,512,artix7l,xc7a15tlfgg484-2L,144,5.55,8,20,8,44
1,1024,1024,artix7l,xc7a15tlfgg484-2L,144,21.924,8,20,8,44
1,280,280,artix7l,xc7a15tlftg256-2L,144,1.694,6,20,7,32
1,320,320,artix7l,xc7a15tlftg256-2L,144,2.192,6,20,7,32
1,512,512,artix7l,xc7a15tlftg256-2L,144,5.55,8,20,8,44
1,1024,1024,artix7l,xc7a15tlftg256-2L,144,21.924,8,20,8,44
1,280,280,artix7l,xc7a50tlcpg236-2L,144,1.694,2,6,2,10
1,320,320,artix7l,xc7a50tlcpg236-2L,144,2.192,2,6,2,10
10,320,320,artix7l,xc7a50tlcpg236-2L,156,1.229,48,33,3,22
1,512,512,artix7l,xc7a50tlcpg236-2L,144,5.55,3,6,2,14
10,512,512,artix7l,xc7a50tlcpg236-2L,156,3.072,48,33,3,22
1,1024,1024,artix7l,xc7a50tlcpg236-2L,144,21.924,3,6,2,14
10,1024,1024,artix7l,xc7a50tlcpg236-2L,156,12.001,48,34,3,22
20,1024,1024,artix7l,xc7a50tlcpg236-2L,141,12.001,50,68,4,20
30,1024,1024,artix7l,xc7a50tlcpg236-2L,156,11.653,51,96,6,30
1,280,280,artix7l,xc7a50tlcsg324-2L,144,1.694,2,6,2,10
1,320,320,artix7l,xc7a50tlcsg324-2L,144,2.192,2,6,2,10
10,320,320,artix7l,xc7a50tlcsg324-2L,156,1.229,48,33,3,22
1,512,512,artix7l,xc7a50tlcsg324-2L,144,5.55,3,6,2,14
10,512,512,artix7l,xc7a50tlcsg324-2L,156,3.072,48,33,3,22
1,1024,1024,artix7l,xc7a50tlcsg324-2L,144,21.924,3,6,2,14
10,1024,1024,artix7l,xc7a50tlcsg324-2L,156,12.001,48,34,3,22
20,1024,1024,artix7l,xc7a50tlcsg324-2L,141,12.001,50,68,4,20
30,1024,1024,artix7l,xc7a50tlcsg324-2L,156,11.653,51,96,6,30
1,280,280,artix7l,xc7a50tlcsg325-2L,144,1.694,2,6,2,10
1,320,320,artix7l,xc7a50tlcsg325-2L,144,2.192,2,6,2,10
10,320,320,artix7l,xc7a50tlcsg325-2L,156,1.229,48,33,3,22
1,512,512,artix7l,xc7a50tlcsg325-2L,144,5.55,3,6,2,14
10,512,512,artix7l,xc7a50tlcsg325-2L,156,3.072,48,33,3,22
1,1024,1024,artix7l,xc7a50tlcsg325-2L,144,21.924,3,6,2,14
10,1024,1024,artix7l,xc7a50tlcsg325-2L,156,12.001,48,34,3,22
20,1024,1024,artix7l,xc7a50tlcsg325-2L,141,12.001,50,68,4,20
30,1024,1024,artix7l,xc7a50tlcsg325-2L,156,11.653,51,96,6,30
1,280,280,artix7l,xc7a50tlfgg484-2L,144,1.694,2,6,2,10
1,320,320,artix7l,xc7a50tlfgg484-2L,144,2.192,2,6,2,10
10,320,320,artix7l,xc7a50tlfgg484-2L,156,1.229,48,33,3,22
1,512,512,artix7l,xc7a50tlfgg484-2L,144,5.55,3,6,2,14
10,512,512,artix7l,xc7a50tlfgg484-2L,156,3.072,48,33,3,22
1,1024,1024,artix7l,xc7a50tlfgg484-2L,144,21.924,3,6,2,14
10,1024,1024,artix7l,xc7a50tlfgg484-2L,156,12.001,48,34,3,22
20,1024,1024,artix7l,xc7a50tlfgg484-2L,141,12.001,50,68,4,20
30,1024,1024,artix7l,xc7a50tlfgg484-2L,156,11.653,51,96,6,30
1,280,280,artix7l,xc7a50tlftg256-2L,144,1.694,2,6,2,10
1,320,320,artix7l,xc7a50tlftg256-2L,144,2.192,2,6,2,10
10,320,320,artix7l,xc7a50tlftg256-2L,156,1.229,48,33,3,22
1,512,512,artix7l,xc7a50tlftg256-2L,144,5.55,3,6,2,14
10,512,512,artix7l,xc7a50tlftg256-2L,156,3.072,48,33,3,22
1,1024,1024,artix7l,xc7a50tlftg256-2L,144,21.924,3,6,2,14
10,1024,1024,artix7l,xc7a50tlftg256-2L,156,12.001,48,34,3,22
20,1024,1024,artix7l,xc7a50tlftg256-2L,141,12.001,50,68,4,20
30,1024,1024,artix7l,xc7a50tlftg256-2L,156,11.653,51,96,6,30
1,280,280,artix7l,xc7a75tlftg256-2L,144,1.694,1,4,1,7
1,320,320,artix7l,xc7a75tlftg256-2L,144,2.192,1,4,1,7
10,320,320,artix7l,xc7a75tlftg256-2L,156,1.229,32,23,2,15
1,512,512,artix7l,xc7a75tlftg256-2L,144,5.55,2,4,1,10
10,512,512,artix7l,xc7a75tlftg256-2L,156,3.072,32,23,2,15
1,1024,1024,artix7l,xc7a75tlftg256-2L,144,21.924,2,4,1,10
10,1024,1024,artix7l,xc7a75tlftg256-2L,156,12.001,32,23,2,15
20,1024,1024,artix7l,xc7a75tlftg256-2L,141,12.001,33,47,3,14
30,1024,1024,artix7l,xc7a75tlftg256-2L,156,11.653,34,66,4,21
1,280,280,artix7l,xc7a75tlfgg676-2L,144,1.694,1,4,1,7
1,320,320,artix7l,xc7a75tlfgg676-2L,144,2.192,1,4,1,7
1,280,280,artix7l,xc7a75tlftg256-2L,144,1.694,1,4,1,7
1,320,320,artix7l,xc7a75tlftg256-2L,144,2.192,1,4,1,7
10,320,320,artix7l,xc7a75tlftg256-2L,156,1.229,32,23,2,15
1,512,512,artix7l,xc7a75tlftg256-2L,144,5.55,2,4,1,10
10,512,512,artix7l,xc7a75tlftg256-2L,156,3.072,32,23,2,15
1,1024,1024,artix7l,xc7a75tlftg256-2L,144,21.924,2,4,1,10
10,1024,1024,artix7l,xc7a75tlftg256-2L,156,12.001,32,23,2,15
20,1024,1024,artix7l,xc7a75tlftg256-2L,141,12.001,33,47,3,14
30,1024,1024,artix7l,xc7a75tlftg256-2L,156,11.653,34,66,4,21
1,280,280,artix7l,xc7a75tlfgg676-2L,144,1.694,1,4,1,7
1,320,320,artix7l,xc7a75tlfgg676-2L,144,2.192,1,4,1,7
10,320,320,artix7l,xc7a75tlfgg676-2L,156,1.229,32,23,2,15
1,512,512,artix7l,xc7a75tlfgg676-2L,144,5.55,2,4,1,10
10,512,512,artix7l,xc7a75tlfgg676-2L,156,3.072,32,23,2,15
1,1024,1024,artix7l,xc7a75tlfgg676-2L,144,21.924,2,4,1,10
10,1024,1024,artix7l,xc7a75tlfgg676-2L,156,12.001,32,23,2,15
20,1024,1024,artix7l,xc7a75tlfgg676-2L,141,12.001,33,47,3,14
30,1024,1024,artix7l,xc7a75tlfgg676-2L,156,11.653,34,66,4,21
1,280,280,artix7l,xc7a75tlfgg484-2L,144,1.694,1,4,1,7
1,320,320,artix7l,xc7a75tlfgg484-2L,144,2.192,1,4,1,7
10,320,320,artix7l,xc7a75tlfgg484-2L,156,1.229,32,23,2,15
1,512,512,artix7l,xc7a75tlfgg484-2L,144,5.55,2,4,1,10
10,512,512,artix7l,xc7a75tlfgg484-2L,156,3.072,32,23,2,15
1,1024,1024,artix7l,xc7a75tlfgg484-2L,144,21.924,2,4,1,10
10,1024,1024,artix7l,xc7a75tlfgg484-2L,156,12.001,32,23,2,15
20,1024,1024,artix7l,xc7a75tlfgg484-2L,141,12.001,33,47,3,14
30,1024,1024,artix7l,xc7a75tlfgg484-2L,156,11.653,34,66,4,21
1,280,280,artix7l,xc7a75tlcsg324-2L,144,1.694,1,4,1,7
1,320,320,artix7l,xc7a75tlcsg324-2L,144,2.192,1,4,1,7
10,320,320,artix7l,xc7a75tlcsg324-2L,156,1.229,32,23,2,15
1,512,512,artix7l,xc7a75tlcsg324-2L,144,5.55,2,4,1,10
10,512,512,artix7l,xc7a75tlcsg324-2L,156,3.072,32,23,2,15
1,1024,1024,artix7l,xc7a75tlcsg324-2L,144,21.924,2,4,1,10
10,1024,1024,artix7l,xc7a75tlcsg324-2L,156,12.001,32,23,2,15
20,1024,1024,artix7l,xc7a75tlcsg324-2L,141,12.001,33,47,3,14
30,1024,1024,artix7l,xc7a75tlcsg324-2L,156,11.653,34,66,4,21
1,280,280,artix7l,xc7a100tlcsg324-2L,144,1.694,1,3,1,5
1,320,320,artix7l,xc7a100tlcsg324-2L,144,2.192,1,3,1,5
10,320,320,artix7l,xc7a100tlcsg324-2L,156,1.229,24,17,1,12
1,512,512,artix7l,xc7a100tlcsg324-2L,144,5.55,1,3,1,8
10,512,512,artix7l,xc7a100tlcsg324-2L,156,3.072,24,17,1,12
1,1024,1024,artix7l,xc7a100tlcsg324-2L,144,21.924,1,3,1,8
10,1024,1024,artix7l,xc7a100tlcsg324-2L,156,12.001,24,17,1,12
20,1024,1024,artix7l,xc7a100tlcsg324-2L,141,12.001,25,35,2,11
30,1024,1024,artix7l,xc7a100tlcsg324-2L,156,11.653,25,49,3,16
1,280,280,artix7l,xc7a100tlfgg484-2L,144,1.694,1,3,1,5
1,320,320,artix7l,xc7a100tlfgg484-2L,144,2.192,1,3,1,5
10,320,320,artix7l,xc7a100tlfgg484-2L,156,1.229,24,17,1,12
1,512,512,artix7l,xc7a100tlfgg484-2L,144,5.55,1,3,1,8
10,512,512,artix7l,xc7a100tlfgg484-2L,156,3.072,24,17,1,12
1,1024,1024,artix7l,xc7a100tlfgg484-2L,144,21.924,1,3,1,8
10,1024,1024,artix7l,xc7a100tlfgg484-2L,156,12.001,24,17,1,12
20,1024,1024,artix7l,xc7a100tlfgg484-2L,141,12.001,25,35,2,11
30,1024,1024,artix7l,xc7a100tlfgg484-2L,156,11.653,25,49,3,16
1,280,280,artix7l,xc7a100tlfgg676-2L,144,1.694,1,3,1,5
1,320,320,artix7l,xc7a100tlfgg676-2L,144,2.192,1,3,1,5
10,320,320,artix7l,xc7a100tlfgg676-2L,156,1.229,24,17,1,12
1,512,512,artix7l,xc7a100tlfgg676-2L,144,5.55,1,3,1,8
10,512,512,artix7l,xc7a100tlfgg676-2L,156,3.072,24,17,1,12
1,1024,1024,artix7l,xc7a100tlfgg676-2L,144,21.924,1,3,1,8
10,1024,1024,artix7l,xc7a100tlfgg676-2L,156,12.001,24,17,1,12
20,1024,1024,artix7l,xc7a100tlfgg676-2L,141,12.001,25,35,2,11
30,1024,1024,artix7l,xc7a100tlfgg676-2L,156,11.653,25,49,3,16
1,280,280,artix7l,xc7a100tlftg256-2L,144,1.694,1,3,1,5
1,320,320,artix7l,xc7a100tlftg256-2L,144,2.192,1,3,1,5
10,320,320,artix7l,xc7a100tlftg256-2L,156,1.229,24,17,1,12
1,512,512,artix7l,xc7a100tlftg256-2L,144,5.55,1,3,1,8
10,512,512,artix7l,xc7a100tlftg256-2L,156,3.072,24,17,1,12
1,1024,1024,artix7l,xc7a100tlftg256-2L,144,21.924,1,3,1,8
10,1024,1024,artix7l,xc7a100tlftg256-2L,156,12.001,24,17,1,12
20,1024,1024,artix7l,xc7a100tlftg256-2L,141,12.001,25,35,2,11
30,1024,1024,artix7l,xc7a100tlftg256-2L,156,11.653,25,49,3,16
1,280,280,artix7l,xc7a200tlfbg484-2L,144,1.694,0,1,0,2
1,320,320,artix7l,xc7a200tlfbg484-2L,144,2.192,0,1,0,2
10,320,320,artix7l,xc7a200tlfbg484-2L,156,1.229,7,8,0,4
1,512,512,artix7l,xc7a200tlfbg484-2L,144,5.55,0,1,0,3
10,512,512,artix7l,xc7a200tlfbg484-2L,156,3.072,7,8,0,4
1,1024,1024,artix7l,xc7a200tlfbg484-2L,144,21.924,0,1,0,3
10,1024,1024,artix7l,xc7a200tlfbg484-2L,156,12.001,7,8,0,4
20,1024,1024,artix7l,xc7a200tlfbg484-2L,141,12.001,8,16,1,4
30,1024,1024,artix7l,xc7a200tlfbg484-2L,156,11.653,8,23,1,6
1,280,280,artix7l,xc7a200tlfbg676-2L,144,1.694,0,1,0,2
1,320,320,artix7l,xc7a200tlfbg676-2L,144,2.192,0,1,0,2
10,320,320,artix7l,xc7a200tlfbg676-2L,156,1.229,7,8,0,4
1,512,512,artix7l,xc7a200tlfbg676-2L,144,5.55,0,1,0,3
